id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
58,27,16,"Collins, Michael","Collins, Michael",male,1930,USA,civilian,NASA- 3,1963,1,2,pilot,1966,Gemini 10,Gemini 10,Gemini 10,Gemini 10,71.0,266.0,1,1.47,1.47,"Collins, Michael",95,1930,1960,33,1,0,0,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
59,27,16,"Collins, Michael","Collins, Michael",male,1930,USA,civilian,NASA- 3,1963,2,2,pilot,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,266.0,0,0.0,1.47,"Collins, Michael",95,1930,1960,33,1,0,0,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
60,28,17,"Gordon, Richard F., Jr.","Gordon, Richard F., Jr.",male,1929,USA,military,NASA Astronaut Group 3,1963,1,2,pilot,1966,Gemini 11,Gemini 11,Gemini 11,Gemini 11,71.28,315.88,0,0.0,2.68,"Gordon, Richard F., Jr.",96,1920,1960,34,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,121.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
61,28,17,"Gordon, Richard F., Jr.","Gordon, Richard F., Jr.",male,1929,USA,military,NASA Astronaut Group 4,1963,2,2,pilot,1969,Apollo 12,Apollo 12,Apollo 12,Apollo 12,244.6,315.88,2,2.68,2.68,"Gordon, Richard F., Jr.",96,1920,1960,34,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,122.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
62,29,18,"Aldrin, Edwin Eugene, Jr.","Aldrin, Edwin Eugene, Jr.",male,1930,USA,military,NASA- 3,1963,1,2,pilot,1966,Gemini 12,Gemini 12,Gemini 12,Gemini 12,94.58,289.0,3,5.5,8.0,"Aldrin, Edwin Eugene, Jr.",95,1930,1960,33,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
63,29,18,"Aldrin, Edwin Eugene, Jr.","Aldrin, Edwin Eugene, Jr.",male,1930,USA,military,NASA- 3,1963,2,2,pilot,1969,Apollo 11,Apollo 11,Apollo 11,Apollo 11,195.0,289.0,1,2.5,8.0,"Aldrin, Edwin Eugene, Jr.",95,1930,1960,33,1,0,1,1,Couple,1,Short,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
64,30,19,"Eisele, Donn F.","Eisele, Donn F.",male,1930,USA,military,NASA- 3,1963,1,1,pilot,1968,Apollo 7,Apollo 7,Apollo 7,Apollo 7,260.13,260.0,0,0.0,0.0,"Eisele, Donn F.",95,1930,1960,33,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,140.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
65,31,20,"Cunningham, Ronnie Walter","Cunningham, Ronnie Walter",male,1932,USA,civilian,NASA- 3,1963,1,1,pilot,1968,Apollo 7,Apollo 7,Apollo 7,Apollo 7,260.13,260.13,0,0.0,0.0,"Cunningham, Ronnie Walter",93,1930,1960,31,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
66,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,1940,Russia,civilian,NPOE-4,1978,2,3,flight engineer,1985,Salyut 7,Soyuz T­13,Salyut 7,Soyuz T­14,4035.0,6065.63,0,0.0,5.0,"Savinykh, Viktor",85,1940,1970,38,1,0,0,1,Multiple,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
67,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,1940,Russia,civilian,NPOE-4,1978,3,3,flight engineer,1988,2,Soyuz TM­5,Mir EP,Soyuz TM­4,236.0,6065.63,0,0.0,5.0,"Savinykh, Viktor",85,1940,1970,38,1,0,0,1,Multiple,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
68,101,1,Jugderdemidiin Gurragchaa,Жүгдэрдэмидийн Гүррагчаа,male,1947,Mongolia,civilian,1978 Intercosmos Group,1978,1,1,flight engineer,1981,Soyuz 39,Soyuz 39,Soyuz 39,Soyuz 39,188.7,188.7,0,0.0,0.0,Jugderdemidiin Gurragchaa,78,1940,1970,31,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,22.0,0.0,1.0,17.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
69,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,USA,military,NASA- 7,1969,1,4,pilot,1981,STS-1,STS-1,STS-1,STS-1,54.0,565.0,0,0.0,0.0,"Crippen, Robert L.",88,1930,1960,32,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
70,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,USA,military,NASA- 7,1969,2,4,commander,1983,STS-7,STS-7,STS-7,STS-7,146.0,565.0,0,0.0,0.0,"Crippen, Robert L.",88,1930,1960,32,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
71,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,USA,military,NASA- 7,1969,3,4,commander,1984,STS-41-C,STS-41-C,STS-41-C,STS-41-C,168.0,565.0,0,0.0,0.0,"Crippen, Robert L.",88,1930,1960,32,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
72,102,44,"Crippen, Robert L.","Crippen, Robert L.",male,1937,USA,military,NASA- 7,1969,4,4,commander,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197.0,565.0,0,0.0,0.0,"Crippen, Robert L.",88,1930,1960,32,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,144.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
73,103,1,Dumitru Prunariu,Dumitru-Dorin Prunariu,male,1952,Romania,civilian,1978 Intercosmos Group,1978,1,1,msp,1981,Soyuz 40,Soyuz 40,Soyuz 40,Soyuz 40,188.7,188.7,0,0.0,0.0,Dumitru Prunariu,73,1950,1970,26,1,0,0,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,26.0,0.0,2.0,17.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
74,104,45,"Engle, Joe H.","Engle, Joe H.",male,1932,USA,military,NASA- 5,1966,1,2,commander,1981,STS-2,STS-2,STS-2,STS-2,30.0,224.0,0,0.0,0.0,"Engle, Joe H.",93,1930,1960,34,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,142.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
75,104,45,"Engle, Joe H.","Engle, Joe H.",male,1932,USA,military,NASA- 5,1966,2,2,commander,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170.0,224.0,0,0.0,0.0,"Engle, Joe H.",93,1930,1960,34,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,142.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
76,105,46,"Truly, Richard H.","Truly, Richard H.",male,1937,USA,military,1965 USAF MOL group 1,1969,1,2,pilot,1981,STS-2,STS-2,STS-2,STS-2,54.21,199.34,0,0.0,0.0,"Truly, Richard H.",88,1930,1960,32,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,9.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
77,105,46,"Truly, Richard H.","Truly, Richard H.",male,1937,USA,military,1965 USAF MOL group 1,1969,2,2,commander,1983,STS-8,STS-8,STS-8,STS-8,145.13,199.34,0,0.0,0.0,"Truly, Richard H.",88,1930,1960,32,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,9.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
78,106,47,"Fullerton, Charles G.","Fullerton, Charles G.",male,1936,USA,military,"USAF MOL Group 2 
 NASA- 7",1969,1,2,pilot,1982,STS-3,STS-3,STS-3,STS-3,192.0,382.0,0,0.0,0.0,"Fullerton, Charles G.",89,1930,1960,33,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,221.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
79,106,47,"Fullerton, Charles G.","Fullerton, Charles G.",male,1936,USA,military,"USAF MOL Group 2 
 NASA- 7",1969,2,2,commander,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.0,382.0,0,0.0,0.0,"Fullerton, Charles G.",89,1930,1960,33,1,0,1,1,Couple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,221.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
80,107,51,"Berezovoy, Anatoly",Анатолий Николаевич Березовой,male,1942,Russia,military,TsPK-5,1970,1,1,commander,1982,Salyut 7,Soyuz T­5,Salyut 7,Soyuz T­7,5073.0,5073.07,1,2.55,2.55,"Berezovoy, Anatoly",83,1940,1970,28,1,0,1,0,Single,1,Short,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,215.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
81,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,1938,France,military,CNES-1,1980,1,3,msp,1982,Salyut 7,Soyuz T-6,Salyut 7,Soyuz T-6,190.0,1043.32,0,0.0,5.95,"Chrétien, Jean-Loup",87,1930,1980,42,1,0,1,1,Multiple,1,Short,Very_Long,France,0,0,0,0,0,11.0,1.0,2.0,66.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
82,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,1938,France,military,CNES-1,1980,2,3,msp,1988,Mir Aragatz,Soyuz TM-7,Mir,Soyuz TM-6,594.0,1043.32,1,5.95,5.95,"Chrétien, Jean-Loup",87,1930,1980,42,1,0,1,1,Multiple,1,Short,Very_Long,France,0,0,0,0,0,11.0,1.0,2.0,66.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
83,108,1,"Chrétien, Jean-Loup","Chrétien, Jean-Loup",male,1938,France,military,CNES-1,1980,3,3,msp,1997,STS-86,STS-86,STS-86,STS-86,259.3,1043.32,0,0.0,5.95,"Chrétien, Jean-Loup",87,1930,1980,42,1,0,1,1,Multiple,1,Short,Very_Long,France,0,0,0,0,0,11.0,1.0,2.0,66.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
84,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,1933,USA,military,NASA Astronaut Group 7,1969,1,3,pilot,1982,STS-4,STS-4,STS-4,STS-4,169.0,481.0,0,0.0,0.0,"Hartsfield, Henry W., Jr.",92,1930,1960,36,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,124.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
85,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,1933,USA,military,NASA Astronaut Group 7,1969,2,3,commander,1984,STS-41-D,STS-41-D,STS-41-D,STS-41-D,144.0,481.0,0,0.0,0.0,"Hartsfield, Henry W., Jr.",92,1930,1960,36,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,124.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
86,109,48,"Hartsfield, Henry W., Jr.","Hartsfield, Henry W., Jr.",male,1933,USA,military,NASA Astronaut Group 7,1969,3,3,commander,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168.0,481.0,0,0.0,0.0,"Hartsfield, Henry W., Jr.",92,1930,1960,36,1,0,1,1,Multiple,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,0.0,124.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
87,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,Russia,civilian,NPOE-4,1978,1,4,flight engineer,1982,Salyut 7,Soyuz T­7,Salyut 7,Soyuz T­5,189.0,8950.87,0,0.0,31.82,"Serebrov, Aleksandr",81,1940,1970,34,1,0,0,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,0,0,27.0,0.0,1.0,167.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
88,32,12,"Beregovoi, Georgi",БЕРЕГОВОЙ Георгий Тимофеевич,male,1921,Russia,military,TsPK-2,1964,1,1,commander,1968,Soyuz 3,Soyuz 3,Soyuz 3,Soyuz 3,94.83,94.83,0,0.0,0.0,"Beregovoi, Georgi",104,1920,1960,43,1,0,1,0,Single,0,No_EVA,Short,Russia,1,0,0,0,0,27.0,1.0,0.0,212.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
89,33,21,"Anders, William Alison","Anders, William Alison",male,1933,USA,civilian,NASA- 3,1963,1,1,pilot,1968,Apollo 8,Apollo 8,Apollo 8,Apollo 8,147.0,147.0,0,0.0,0.0,"Anders, William Alison",92,1930,1960,30,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,140.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
90,34,13,"Shatalov, Vladimir",ШАТАЛОВ Владимир Александрович,male,1927,Russia,military,TsPK-2,1963,1,3,commander,1969,Soyuz 4,Soyuz 4,Soyuz 4/Soyuz 5,Soyuz 4,71.33,237.92,0,0.0,0.0,"Shatalov, Vladimir",98,1920,1960,36,1,0,1,1,Multiple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,212.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
91,34,13,"Shatalov, Vladimir",ШАТАЛОВ Владимир Александрович,male,1927,Russia,military,TsPK-3,1963,2,3,commander,1969,Soyuz 8,Soyuz 8,Soyuz 8,Soyuz 8,118.0,237.92,0,0.0,0.0,"Shatalov, Vladimir",98,1920,1960,36,1,0,1,1,Multiple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,213.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
92,34,13,"Shatalov, Vladimir",ШАТАЛОВ Владимир Александрович,male,1927,Russia,military,TsPK-4,1963,3,3,commander,1971,Soyuz 10,Soyuz 10,Soyuz 10,Soyuz 10,47.0,237.92,0,0.0,0.0,"Shatalov, Vladimir",98,1920,1960,36,1,0,1,1,Multiple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,214.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
93,35,14,"Volynov, Boris",ВОЛЫНОВ Борис Валентинович,male,1934,Russia,military,TsPK-1,1960,1,2,commander,1969,Soyuz 5,Soyuz 5,Soyuz 5/Soyuz 4,Soyuz 5,72.0,1255.28,0,0.0,0.0,"Volynov, Boris",91,1930,1960,26,1,0,1,1,Couple,0,No_EVA,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,205.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
94,35,14,"Volynov, Boris",ВОЛЫНОВ Борис Валентинович,male,1934,Russia,military,TsPK-1,1960,2,2,commander,1976,Soyuz 21,Soyuz 21,Soyuz 21,Soyuz 21,1182.0,1255.28,0,0.0,0.0,"Volynov, Boris",91,1930,1960,26,1,0,1,1,Couple,0,No_EVA,Very_Long,Russia,0,0,0,0,0,27.0,1.0,0.0,205.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
95,36,15,"Yeliseyev, Aleksei",ЕЛИСЕЕВ Алексей Станиславович,male,1934,Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,1,3,flight engineer,1969,Soyuz 5/4,Soyuz 5,Soyuz 5/4,Soyuz 4,47.0,214.33,1,0.62,0.62,"Yeliseyev, Aleksei",91,1930,1960,34,1,0,0,1,Multiple,1,Short,Medium,Russia,0,0,0,0,0,27.0,0.0,1.0,92.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
96,36,15,"Yeliseyev, Aleksei",ЕЛИСЕЕВ Алексей Станиславович,male,1934,Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,2,3,flight engineer,1969,Soyuz 8,Soyuz 8,Soyuz 8,Soyuz 8,118.0,214.33,0,0.0,0.62,"Yeliseyev, Aleksei",91,1930,1960,34,1,0,0,1,Multiple,1,Short,Medium,Russia,0,0,0,0,0,27.0,0.0,1.0,96.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
97,36,15,"Yeliseyev, Aleksei",ЕЛИСЕЕВ Алексей Станиславович,male,1934,Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,3,flight engineer,1971,Soyuz 10,Soyuz 10,Salyut 1,Soyuz 10,47.0,214.33,0,0.0,0.62,"Yeliseyev, Aleksei",91,1930,1960,34,1,0,0,1,Multiple,1,Short,Medium,Russia,0,0,0,0,0,27.0,0.0,1.0,97.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
98,37,16,"Khrunov, Yevgeny",ХРУНОВ Евгений Викторович,male,1933,Russia,military,TsPK-1,1960,1,1,msp,1969,Soyuz 5/4,Soyuz 5,Soyuz 5/4,Soyuz 4,48.17,47.75,1,0.62,0.62,"Khrunov, Yevgeny",92,1930,1960,27,1,0,1,0,Single,1,Short,Short,Russia,0,0,0,0,0,27.0,1.0,2.0,205.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
99,38,22,"Schweickart, Russell L.","Schweickart, Russell L.",male,1935,USA,civilian,1963 NASA group 3,1963,1,1,pilot,1969,apollo 9,apollo 9,apollo 9,apollo 9,241.0,241.0,1,1.13,1.13,"Schweickart, Russell L.",90,1930,1960,28,1,0,0,0,Single,1,Short,Medium,USA,0,0,0,0,0,38.0,0.0,5.0,6.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
100,39,17,"Shonin, Georgi",ШОНИН Георгий Степанович,male,1935,Russia,military,TsPK-1,1960,1,1,commander,1969,Soyuz 6,Soyuz 6,Soyuz 6,Soyuz 6,118.0,118.7,0,0.0,0.0,"Shonin, Georgi",90,1930,1960,25,1,0,1,0,Single,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,205.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
101,40,18,"Kubasov, Valeri",КУБАСОВ Валерий Николаевич,male,1935,Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,1,3,flight engineer,1969,Soyuz 6,Soyuz 6,Soyuz 6,Soyuz 6,118.0,449.95,0,0.0,0.0,"Kubasov, Valeri",90,1930,1960,33,1,0,1,1,Multiple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,1.0,92.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
102,40,18,"Kubasov, Valeri",КУБАСОВ Валерий Николаевич,male,1935,Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,2,3,flight engineer,1975,Soyuz 19,Soyuz 19,Soyuz 19/Apollo,Soyuz 19,142.0,449.95,0,0.0,0.0,"Kubasov, Valeri",90,1930,1960,33,1,0,1,1,Multiple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,1.0,96.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
103,40,18,"Kubasov, Valeri",КУБАСОВ Валерий Николаевич,male,1935,Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,3,commander,1980,Soyuz 36/35,Soyuz 36,Salyut 6,Soyuz 35,188.0,449.95,0,0.0,0.0,"Kubasov, Valeri",90,1930,1960,33,1,0,1,1,Multiple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,97.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
104,41,19,"Filipchenko, Anatoly",ФИЛИПЧЕНКО Анатолий Васильевич,male,1928,Russia,military,TsPK-2,1963,1,2,commander,1969,Soyuz 7,Soyuz 7,Soyuz 7,Soyuz 7,118.0,261.05,0,0.0,0.0,"Filipchenko, Anatoly",97,1920,1960,35,1,0,1,1,Couple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,212.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
105,41,19,"Filipchenko, Anatoly",ФИЛИПЧЕНКО Анатолий Васильевич,male,1928,Russia,military,TsPK-3,1963,2,2,commander,1974,Soyuz 16,Soyuz 16,Soyuz 16,Soyuz 16,142.0,261.05,0,0.0,0.0,"Filipchenko, Anatoly",97,1920,1960,35,1,0,1,1,Couple,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,0.0,213.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
106,42,20,"Volkov, Vladislav",Владислав Николаевич Волков,male,1935,Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,1,2,flight engineer,1969,Soyuz 7,Soyuz 7,Soyuz 7,Soyuz 7,118.0,689.02,0,0.0,0.0,"Volkov, Vladislav",90,1930,1960,33,1,0,1,1,Couple,0,No_EVA,Long,Russia,0,0,0,0,0,27.0,1.0,1.0,92.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
107,42,20,"Volkov, Vladislav",Владислав Николаевич Волков,male,1935,Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,2,2,flight engineer,1971,Soyuz 11,Soyuz 11,Salyut 1,Soyuz 11,570.0,689.02,0,0.0,0.0,"Volkov, Vladislav",90,1930,1960,33,1,0,1,1,Couple,0,No_EVA,Long,Russia,0,0,0,0,0,27.0,1.0,1.0,92.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
108,43,21,"Gorbatko, Viktor",Виктор Васильевич Горбатко,male,1934,Russia,military,TsPK-1,1960,1,3,msp,1969,Soyuz 7,Soyuz 7,Soyuz 7,Soyuz 7,118.0,732.78,0,0.0,0.0,"Gorbatko, Viktor",91,1930,1960,26,1,0,1,1,Multiple,0,No_EVA,Long,Russia,0,0,0,0,0,27.0,1.0,2.0,205.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
109,43,21,"Gorbatko, Viktor",Виктор Васильевич Горбатко,male,1934,Russia,military,TsPK-2,1960,2,3,commander,1977,Soyuz 24,Soyuz 24,Salyut 5,Soyuz 24,425.0,732.78,0,0.0,0.0,"Gorbatko, Viktor",91,1930,1960,26,1,0,1,1,Multiple,0,No_EVA,Long,Russia,0,0,0,0,0,27.0,1.0,0.0,212.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
110,43,21,"Gorbatko, Viktor",Виктор Васильевич Горбатко,male,1934,Russia,military,TsPK-3,1960,3,3,commander,1980,Soyuz 37/36,Soyuz 37,Salyut 6,Soyuz 36,188.0,732.78,0,0.0,0.0,"Gorbatko, Viktor",91,1930,1960,26,1,0,1,1,Multiple,0,No_EVA,Long,Russia,0,0,0,0,0,27.0,1.0,0.0,213.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
